case_id,slice,language_profile,audio_duration_sec,segment_idx,start_sec,end_sec,duration_sec,pyannote_speaker,gt_role,text,llm_role,llm_correct
v2_core121,same_gender_similar,mandarin,42.37,4,8.688,11.287,2.599,SPEAKER_00,customer,任小姐，我乳房超音波追蹤發現有結節，醫生叫我三個月後再回診，這次費用可以申請嗎？,,
v2_core121,same_gender_similar,mandarin,42.37,5,11.624,13.868,2.244,SPEAKER_00,customer,任小姐，我乳房超音波追蹤發現有結節，醫生叫我三個月後再回診，這次費用可以申請嗎？,,
v2_core121,same_gender_similar,mandarin,42.37,6,14.324,17.733,3.409,SPEAKER_01,agent,我要先看您的醫療險是否有門診相關給付。請提供姓名和身分證後四碼。,,
v2_core121,same_gender_similar,mandarin,42.37,7,18.661,21.158,2.497,SPEAKER_01,agent,我要先看您的醫療險是否有門診相關給付。請提供姓名和身分證後四碼。,,
v2_core121,same_gender_similar,mandarin,42.37,8,21.547,22.424,0.878,SPEAKER_00,customer,林佳瑩，後四碼六二一九。,,
v2_core121,same_gender_similar,mandarin,42.37,9,22.66,24.635,1.974,SPEAKER_00,customer,林佳瑩，後四碼六二一九。,,
v2_core121,same_gender_similar,mandarin,42.37,10,25.124,27.554,2.43,SPEAKER_01,agent,目前主要是住院和手術保障，單純門診追蹤檢查不一定有給付。,,
v2_core121,same_gender_similar,mandarin,42.37,11,27.892,30.524,2.633,SPEAKER_01,agent,目前主要是住院和手術保障，單純門診追蹤檢查不一定有給付。,,
v2_core121,same_gender_similar,mandarin,42.37,12,30.963,33.106,2.143,SPEAKER_00,customer,如果後面需要切片，文件就不一樣了嗎？,,
v2_core121,same_gender_similar,mandarin,42.37,13,33.325,35.232,1.907,SPEAKER_00,customer,如果後面需要切片，文件就不一樣了嗎？,,
v2_core121,same_gender_similar,mandarin,42.37,14,35.705,36.008,0.304,SPEAKER_01,agent,對，若有切片或手術，請保留診斷證明、手術紀錄、收據和病理報告。,,
v2_core121,same_gender_similar,mandarin,42.37,15,36.211,37.713,1.502,SPEAKER_01,agent,對，若有切片或手術，請保留診斷證明、手術紀錄、收據和病理報告。,,
v2_core121,same_gender_similar,mandarin,42.37,16,37.949,40.598,2.649,SPEAKER_01,agent,對，若有切片或手術，請保留診斷證明、手術紀錄、收據和病理報告。,,
v2_core121,same_gender_similar,mandarin,42.37,17,40.835,42.303,1.468,SPEAKER_01,agent,對，若有切片或手術，請保留診斷證明、手術紀錄、收據和病理報告。,,
v2_core122,same_gender_similar,mandarin,41.98,0,0.031,1.702,1.671,SPEAKER_00,agent,凱基人壽您好，我姓蘇。,,
v2_core122,same_gender_similar,mandarin,41.98,1,1.904,2.039,0.135,SPEAKER_00,agent,凱基人壽您好，我姓蘇。,,
v2_core122,same_gender_similar,mandarin,41.98,2,2.039,2.647,0.607,SPEAKER_01,customer,凱基人壽您好，我姓蘇。,,
v2_core122,same_gender_similar,mandarin,41.98,3,2.647,2.798,0.152,SPEAKER_00,agent,凱基人壽您好，我姓蘇。,,
v2_core122,same_gender_similar,mandarin,41.98,4,3.305,5.937,2.632,SPEAKER_01,customer,蘇小姐，我生產後住單人房，病房差額很高，想問實支實付會不會看這一項。,,
v2_core122,same_gender_similar,mandarin,41.98,5,6.19,7.422,1.232,SPEAKER_01,customer,蘇小姐，我生產後住單人房，病房差額很高，想問實支實付會不會看這一項。,,
v2_core122,same_gender_similar,mandarin,41.98,6,7.726,10.105,2.379,SPEAKER_01,customer,蘇小姐，我生產後住單人房，病房差額很高，想問實支實付會不會看這一項。,,
v2_core122,same_gender_similar,mandarin,41.98,7,10.612,15.893,5.282,SPEAKER_00,agent,病房差額是否給付要看保單條款和住院原因。請問是自然產還是因醫療必要住院？,,
v2_core122,same_gender_similar,mandarin,41.98,8,16.737,20.804,4.067,SPEAKER_00,agent,病房差額是否給付要看保單條款和住院原因。請問是自然產還是因醫療必要住院？,,
v2_core122,same_gender_similar,mandarin,41.98,9,21.26,21.277,0.017,SPEAKER_01,customer,我是產後大出血，醫生要求多住兩天觀察。,,
v2_core122,same_gender_similar,mandarin,41.98,10,21.277,21.715,0.439,SPEAKER_00,agent,我是產後大出血，醫生要求多住兩天觀察。,,
v2_core122,same_gender_similar,mandarin,41.98,11,21.715,22.694,0.979,SPEAKER_01,customer,我是產後大出血，醫生要求多住兩天觀察。,,
v2_core122,same_gender_similar,mandarin,41.98,12,22.93,24.922,1.991,SPEAKER_01,customer,我是產後大出血，醫生要求多住兩天觀察。,,
v2_core122,same_gender_similar,mandarin,41.98,13,25.394,30.119,4.725,SPEAKER_00,agent,請診斷證明寫明產後大出血和住院原因，並附費用明細。,,
v2_core122,same_gender_similar,mandarin,41.98,14,30.372,31.958,1.586,SPEAKER_00,agent,請診斷證明寫明產後大出血和住院原因，並附費用明細。,,
v2_core122,same_gender_similar,mandarin,41.98,15,32.363,32.414,0.051,SPEAKER_00,agent,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,16,32.414,32.448,0.034,SPEAKER_01,customer,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,17,32.448,33.427,0.979,SPEAKER_00,agent,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,18,33.427,33.967,0.54,SPEAKER_01,customer,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,19,34.237,34.304,0.067,SPEAKER_01,customer,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,20,34.304,35.08,0.776,SPEAKER_00,agent,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,21,35.08,35.165,0.084,SPEAKER_01,customer,如果只寫產後照護，會不會不夠？,,
v2_core122,same_gender_similar,mandarin,41.98,22,35.603,39.181,3.578,SPEAKER_00,agent,建議請醫師把醫療必要性寫清楚，避免審核時無法判斷。,,
v2_core122,same_gender_similar,mandarin,41.98,23,39.485,41.965,2.481,SPEAKER_00,agent,建議請醫師把醫療必要性寫清楚，避免審核時無法判斷。,,
v2_core123,same_gender_similar,mandarin,31.21,0,0.031,3.035,3.004,SPEAKER_01,customer,前一位說我的風險屬性過期，所以不能直接轉到新標的。,,
v2_core123,same_gender_similar,mandarin,31.21,1,3.035,3.119,0.084,SPEAKER_00,agent,前一位說我的風險屬性過期，所以不能直接轉到新標的。,,
v2_core123,same_gender_similar,mandarin,31.21,2,3.389,4.03,0.641,SPEAKER_00,agent,前一位說我的風險屬性過期，所以不能直接轉到新標的。,,
v2_core123,same_gender_similar,mandarin,31.21,3,4.03,4.064,0.034,SPEAKER_01,customer,前一位說我的風險屬性過期，所以不能直接轉到新標的。,,
v2_core123,same_gender_similar,mandarin,31.21,4,4.064,6.022,1.958,SPEAKER_00,agent,前一位說我的風險屬性過期，所以不能直接轉到新標的。,,
v2_core123,same_gender_similar,mandarin,31.21,5,6.511,7.625,1.114,SPEAKER_00,agent,我看得到紀錄。投資型保單標的轉換前，風險屬性確實要在有效期間內。,,
v2_core123,same_gender_similar,mandarin,31.21,6,8.553,10.595,2.042,SPEAKER_00,agent,我看得到紀錄。投資型保單標的轉換前，風險屬性確實要在有效期間內。,,
v2_core123,same_gender_similar,mandarin,31.21,7,10.915,13.379,2.464,SPEAKER_00,agent,我看得到紀錄。投資型保單標的轉換前，風險屬性確實要在有效期間內。,,
v2_core123,same_gender_similar,mandarin,31.21,8,13.784,17.767,3.983,SPEAKER_01,customer,我只是想從高收益債轉到美元貨幣型，還要重新填嗎？,,
v2_core123,same_gender_similar,mandarin,31.21,9,18.02,19.606,1.586,SPEAKER_01,customer,我只是想從高收益債轉到美元貨幣型，還要重新填嗎？,,
v2_core123,same_gender_similar,mandarin,31.21,10,20.095,22.559,2.464,SPEAKER_00,agent,若系統判定風險屬性過期，仍需重新評估，不是看標的保守或積極就跳過。,,
v2_core123,same_gender_similar,mandarin,31.21,11,22.66,24.01,1.35,SPEAKER_00,agent,若系統判定風險屬性過期，仍需重新評估，不是看標的保守或積極就跳過。,,
v2_core123,same_gender_similar,mandarin,31.21,12,24.179,26.677,2.498,SPEAKER_00,agent,若系統判定風險屬性過期，仍需重新評估，不是看標的保守或積極就跳過。,,
v2_core123,same_gender_similar,mandarin,31.21,13,26.997,27.368,0.371,SPEAKER_01,customer,好，那我先更新問卷，不急著送轉換。,,
v2_core123,same_gender_similar,mandarin,31.21,14,27.537,29.461,1.924,SPEAKER_01,customer,好，那我先更新問卷，不急著送轉換。,,
v2_core123,same_gender_similar,mandarin,31.21,15,29.63,31.148,1.519,SPEAKER_01,customer,好，那我先更新問卷，不急著送轉換。,,
v2_core124,same_gender_similar,mandarin,35.77,0,0.031,3.406,3.375,SPEAKER_00,agent,您好，凱基人壽客服，我姓范。,,
v2_core124,same_gender_similar,mandarin,35.77,1,3.946,4.621,0.675,SPEAKER_01,customer,范小姐，我下個月要做子宮肌瘤手術，保單是去年買的，會不會有等待期問題？,,
v2_core124,same_gender_similar,mandarin,35.77,2,4.84,7.068,2.227,SPEAKER_01,customer,范小姐，我下個月要做子宮肌瘤手術，保單是去年買的，會不會有等待期問題？,,
v2_core124,same_gender_similar,mandarin,35.77,3,7.338,8.637,1.299,SPEAKER_01,customer,范小姐，我下個月要做子宮肌瘤手術，保單是去年買的，會不會有等待期問題？,,
v2_core124,same_gender_similar,mandarin,35.77,4,8.958,10.561,1.603,SPEAKER_01,customer,范小姐，我下個月要做子宮肌瘤手術，保單是去年買的，會不會有等待期問題？,,
v2_core124,same_gender_similar,mandarin,35.77,5,11.05,12.67,1.62,SPEAKER_00,agent,要看診斷時間、投保時間和條款的等待期規定。請問醫師何時第一次診斷肌瘤？,,
v2_core124,same_gender_similar,mandarin,35.77,6,12.856,16.079,3.223,SPEAKER_00,agent,要看診斷時間、投保時間和條款的等待期規定。請問醫師何時第一次診斷肌瘤？,,
v2_core124,same_gender_similar,mandarin,35.77,7,16.973,19.977,3.004,SPEAKER_00,agent,要看診斷時間、投保時間和條款的等待期規定。請問醫師何時第一次診斷肌瘤？,,
v2_core124,same_gender_similar,mandarin,35.77,8,19.977,20.551,0.574,SPEAKER_01,customer,要看診斷時間、投保時間和條款的等待期規定。請問醫師何時第一次診斷肌瘤？,,
v2_core124,same_gender_similar,mandarin,35.77,9,20.973,20.99,0.017,SPEAKER_00,agent,健檢是去年底看到，今年四月才確定要手術。,,
v2_core124,same_gender_similar,mandarin,35.77,10,20.99,22.66,1.671,SPEAKER_01,customer,健檢是去年底看到，今年四月才確定要手術。,,
v2_core124,same_gender_similar,mandarin,35.77,11,22.846,24.905,2.059,SPEAKER_01,customer,健檢是去年底看到，今年四月才確定要手術。,,
v2_core124,same_gender_similar,mandarin,35.77,12,25.377,27.79,2.413,SPEAKER_00,agent,請保留初次檢查報告、診斷證明和手術紀錄，審核會看時間點。,,
v2_core124,same_gender_similar,mandarin,35.77,13,27.993,32.448,4.455,SPEAKER_00,agent,請保留初次檢查報告、診斷證明和手術紀錄，審核會看時間點。,,
v2_core124,same_gender_similar,mandarin,35.77,14,32.785,35.688,2.902,SPEAKER_00,agent,了解，我把健檢報告也一起附上。,,
v2_core125,same_gender_similar,mandarin,30.98,0,0.031,1.027,0.996,SPEAKER_01,agent,凱基人壽您好，我姓葉。,,
v2_core125,same_gender_similar,mandarin,30.98,1,1.027,1.938,0.911,SPEAKER_00,customer,凱基人壽您好，我姓葉。,,
v2_core125,same_gender_similar,mandarin,30.98,2,1.938,2.107,0.169,SPEAKER_01,agent,凱基人壽您好，我姓葉。,,
v2_core125,same_gender_similar,mandarin,30.98,3,2.107,2.225,0.118,SPEAKER_00,customer,凱基人壽您好，我姓葉。,,
v2_core125,same_gender_similar,mandarin,30.98,4,2.731,3.558,0.827,SPEAKER_00,customer,葉小姐，我報告寫原位癌，想知道女性癌症附約是不是有理賠。,,
v2_core125,same_gender_similar,mandarin,30.98,5,3.878,9.667,5.788,SPEAKER_00,customer,葉小姐，我報告寫原位癌，想知道女性癌症附約是不是有理賠。,,
v2_core125,same_gender_similar,mandarin,30.98,6,10.207,15.083,4.877,SPEAKER_01,agent,原位癌和侵襲性癌症在條款中可能有不同定義和給付比例。,,
v2_core125,same_gender_similar,mandarin,30.98,7,15.488,17.834,2.346,SPEAKER_00,customer,醫生說還不是很嚴重，但保險名詞我看不懂。,,
v2_core125,same_gender_similar,mandarin,30.98,8,18.07,20.315,2.244,SPEAKER_00,customer,醫生說還不是很嚴重，但保險名詞我看不懂。,,
v2_core125,same_gender_similar,mandarin,30.98,9,20.804,23.116,2.312,SPEAKER_01,agent,請附病理報告和診斷證明，理賠會依條款定義判斷，不會只看口語說法。,,
v2_core125,same_gender_similar,mandarin,30.98,10,23.437,25.343,1.907,SPEAKER_01,agent,請附病理報告和診斷證明，理賠會依條款定義判斷，不會只看口語說法。,,
v2_core125,same_gender_similar,mandarin,30.98,11,25.597,27.048,1.451,SPEAKER_01,agent,請附病理報告和診斷證明，理賠會依條款定義判斷，不會只看口語說法。,,
v2_core125,same_gender_similar,mandarin,30.98,12,27.335,27.672,0.338,SPEAKER_00,customer,好，我等病理報告完整出來再申請。,,
v2_core125,same_gender_similar,mandarin,30.98,13,27.875,30.963,3.088,SPEAKER_00,customer,好，我等病理報告完整出來再申請。,,
v2_core126,same_gender_similar,mandarin,29.51,0,0.031,1.921,1.89,SPEAKER_01,customer,我剛才問的是保單借款，如果我借款，受益人會收到通知嗎？,,
v2_core126,same_gender_similar,mandarin,29.51,1,2.258,3.203,0.945,SPEAKER_01,customer,我剛才問的是保單借款，如果我借款，受益人會收到通知嗎？,,
v2_core126,same_gender_similar,mandarin,29.51,2,3.473,5.127,1.654,SPEAKER_01,customer,我剛才問的是保單借款，如果我借款，受益人會收到通知嗎？,,
v2_core126,same_gender_similar,mandarin,29.51,3,5.617,10.696,5.079,SPEAKER_00,agent,一般保單借款通知會以要保人留存聯絡方式為主，不會因為受益人身分就主動通知。,,
v2_core126,same_gender_similar,mandarin,29.51,4,11.033,14.56,3.527,SPEAKER_00,agent,一般保單借款通知會以要保人留存聯絡方式為主，不會因為受益人身分就主動通知。,,
v2_core126,same_gender_similar,mandarin,29.51,5,14.965,17.328,2.362,SPEAKER_00,agent,我只是擔心家人看到會誤會。,,
v2_core126,same_gender_similar,mandarin,29.51,6,17.783,18.593,0.81,SPEAKER_00,agent,我理解。不過借款會影響保單價值和未來給付，建議您保留還款計畫。,,
v2_core126,same_gender_similar,mandarin,29.51,7,19.505,23.723,4.219,SPEAKER_00,agent,我理解。不過借款會影響保單價值和未來給付，建議您保留還款計畫。,,
v2_core126,same_gender_similar,mandarin,29.51,8,23.977,26.255,2.278,SPEAKER_00,agent,我理解。不過借款會影響保單價值和未來給付，建議您保留還款計畫。,,
v2_core126,same_gender_similar,mandarin,29.51,9,26.609,28.094,1.485,SPEAKER_00,agent,好，我先試算，不一定今天借。,,
v2_core126,same_gender_similar,mandarin,29.51,10,28.246,29.444,1.198,SPEAKER_00,agent,好，我先試算，不一定今天借。,,
v2_core127,same_gender_similar,mandarin,33.48,0,0.031,0.065,0.034,SPEAKER_01,agent,您好，凱基人壽客服中心，我姓江。,,
v2_core127,same_gender_similar,mandarin,33.48,1,0.065,0.284,0.219,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓江。,,
v2_core127,same_gender_similar,mandarin,33.48,2,0.284,0.368,0.084,SPEAKER_01,agent,您好，凱基人壽客服中心，我姓江。,,
v2_core127,same_gender_similar,mandarin,33.48,3,0.368,0.638,0.27,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓江。,,
v2_core127,same_gender_similar,mandarin,33.48,4,0.908,1.195,0.287,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓江。,,
v2_core127,same_gender_similar,mandarin,33.48,5,1.195,3.406,2.211,SPEAKER_01,agent,您好，凱基人壽客服中心，我姓江。,,
v2_core127,same_gender_similar,mandarin,33.48,6,3.929,4.807,0.878,SPEAKER_00,customer,江小姐，我最近健檢甲狀腺有結節，如果現在加保醫療險會不會被延期？,,
v2_core127,same_gender_similar,mandarin,33.48,7,5.11,8.08,2.97,SPEAKER_00,customer,江小姐，我最近健檢甲狀腺有結節，如果現在加保醫療險會不會被延期？,,
v2_core127,same_gender_similar,mandarin,33.48,8,8.418,11.978,3.561,SPEAKER_00,customer,江小姐，我最近健檢甲狀腺有結節，如果現在加保醫療險會不會被延期？,,
v2_core127,same_gender_similar,mandarin,33.48,9,11.978,12.097,0.118,SPEAKER_01,agent,江小姐，我最近健檢甲狀腺有結節，如果現在加保醫療險會不會被延期？,,
v2_core127,same_gender_similar,mandarin,33.48,10,12.097,12.13,0.034,SPEAKER_00,customer,江小姐，我最近健檢甲狀腺有結節，如果現在加保醫療險會不會被延期？,,
v2_core127,same_gender_similar,mandarin,33.48,11,12.637,12.653,0.017,SPEAKER_00,customer,核保可能會要求超音波報告、追蹤建議或醫師說明，結果不一定是延期。,,
v2_core127,same_gender_similar,mandarin,33.48,12,12.653,14.881,2.227,SPEAKER_01,agent,核保可能會要求超音波報告、追蹤建議或醫師說明，結果不一定是延期。,,
v2_core127,same_gender_similar,mandarin,33.48,13,15.151,16.957,1.806,SPEAKER_01,agent,核保可能會要求超音波報告、追蹤建議或醫師說明，結果不一定是延期。,,
v2_core127,same_gender_similar,mandarin,33.48,14,17.159,18.779,1.62,SPEAKER_01,agent,核保可能會要求超音波報告、追蹤建議或醫師說明，結果不一定是延期。,,
v2_core127,same_gender_similar,mandarin,33.48,15,19.201,21.26,2.059,SPEAKER_00,customer,醫生說半年後追蹤，沒有開藥。,,
v2_core127,same_gender_similar,mandarin,33.48,16,21.445,22.407,0.962,SPEAKER_00,customer,醫生說半年後追蹤，沒有開藥。,,
v2_core127,same_gender_similar,mandarin,33.48,17,22.897,25.158,2.261,SPEAKER_01,agent,請如實告知並附檢查報告，核保會依大小、分級和追蹤情形評估。,,
v2_core127,same_gender_similar,mandarin,33.48,18,25.428,26.542,1.114,SPEAKER_01,agent,請如實告知並附檢查報告，核保會依大小、分級和追蹤情形評估。,,
v2_core127,same_gender_similar,mandarin,33.48,19,26.913,28.735,1.823,SPEAKER_01,agent,請如實告知並附檢查報告，核保會依大小、分級和追蹤情形評估。,,
v2_core127,same_gender_similar,mandarin,33.48,20,29.107,29.478,0.371,SPEAKER_00,customer,好，我不要先隱瞞，免得以後理賠有問題。,,
v2_core127,same_gender_similar,mandarin,33.48,21,29.63,31.081,1.451,SPEAKER_00,customer,好，我不要先隱瞞，免得以後理賠有問題。,,
v2_core127,same_gender_similar,mandarin,33.48,22,31.3,33.427,2.126,SPEAKER_00,customer,好，我不要先隱瞞，免得以後理賠有問題。,,
v2_core128,same_gender_similar,mandarin,28.93,0,0.031,1.668,1.637,SPEAKER_01,agent,凱基人壽您好，我姓魏。,,
v2_core128,same_gender_similar,mandarin,28.93,1,1.887,2.782,0.894,SPEAKER_01,agent,凱基人壽您好，我姓魏。,,
v2_core128,same_gender_similar,mandarin,28.93,2,3.288,4.03,0.742,SPEAKER_00,customer,魏小姐，我用信用卡繳保費，銀行說沒有紅利回饋，是你們這邊限制嗎？,,
v2_core128,same_gender_similar,mandarin,28.93,3,4.199,5.718,1.519,SPEAKER_00,customer,魏小姐，我用信用卡繳保費，銀行說沒有紅利回饋，是你們這邊限制嗎？,,
v2_core128,same_gender_similar,mandarin,28.93,4,6.055,7.81,1.755,SPEAKER_00,customer,魏小姐，我用信用卡繳保費，銀行說沒有紅利回饋，是你們這邊限制嗎？,,
v2_core128,same_gender_similar,mandarin,28.93,5,7.996,9.498,1.502,SPEAKER_00,customer,魏小姐，我用信用卡繳保費，銀行說沒有紅利回饋，是你們這邊限制嗎？,,
v2_core128,same_gender_similar,mandarin,28.93,6,9.937,12.535,2.599,SPEAKER_01,agent,信用卡回饋屬銀行活動，公司端只能確認扣款是否成功。,,
v2_core128,same_gender_similar,mandarin,28.93,7,12.805,16.197,3.392,SPEAKER_01,agent,信用卡回饋屬銀行活動，公司端只能確認扣款是否成功。,,
v2_core128,same_gender_similar,mandarin,28.93,8,16.602,19.285,2.683,SPEAKER_01,agent,那你幫我確認這期有沒有扣到就好。,,
v2_core128,same_gender_similar,mandarin,28.93,9,19.285,19.319,0.034,SPEAKER_00,customer,那你幫我確認這期有沒有扣到就好。,,
v2_core128,same_gender_similar,mandarin,28.93,10,19.758,20.365,0.608,SPEAKER_01,agent,可以，請提供保單後四碼和身分證後四碼。,,
v2_core128,same_gender_similar,mandarin,28.93,11,20.382,24.398,4.016,SPEAKER_01,agent,可以，請提供保單後四碼和身分證後四碼。,,
v2_core128,same_gender_similar,mandarin,28.93,12,24.787,24.82,0.034,SPEAKER_00,customer,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,13,24.82,24.972,0.152,SPEAKER_01,agent,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,14,24.972,25.073,0.101,SPEAKER_00,customer,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,15,25.073,25.951,0.878,SPEAKER_01,agent,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,16,25.951,25.968,0.017,SPEAKER_00,customer,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,17,25.968,26.609,0.641,SPEAKER_01,agent,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,18,26.609,26.845,0.236,SPEAKER_00,customer,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,19,26.845,26.963,0.118,SPEAKER_01,agent,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core128,same_gender_similar,mandarin,28.93,20,26.963,28.887,1.924,SPEAKER_00,customer,保單後四碼三零一七，身分證後四碼六五九二。,,
v2_core129,same_gender_similar,mandarin,25.88,0,0.048,2.309,2.261,SPEAKER_00,agent,我剛才說的多囊卵巢，主要是吃調經藥，不是住院。,,
v2_core129,same_gender_similar,mandarin,25.88,1,2.36,4.283,1.924,SPEAKER_00,agent,我剛才說的多囊卵巢，主要是吃調經藥，不是住院。,,
v2_core129,same_gender_similar,mandarin,25.88,2,4.385,5.33,0.945,SPEAKER_00,agent,我剛才說的多囊卵巢，主要是吃調經藥，不是住院。,,
v2_core129,same_gender_similar,mandarin,25.88,3,5.802,7.051,1.249,SPEAKER_00,agent,核保會看診斷、用藥、追蹤頻率和是否有其他併發症。,,
v2_core129,same_gender_similar,mandarin,25.88,4,7.27,7.827,0.557,SPEAKER_00,agent,核保會看診斷、用藥、追蹤頻率和是否有其他併發症。,,
v2_core129,same_gender_similar,mandarin,25.88,5,8.03,10.628,2.599,SPEAKER_00,agent,核保會看診斷、用藥、追蹤頻率和是否有其他併發症。,,
v2_core129,same_gender_similar,mandarin,25.88,6,11.067,13.025,1.957,SPEAKER_01,customer,如果只是門診拿藥，也要寫在健康告知嗎？,,
v2_core129,same_gender_similar,mandarin,25.88,7,13.244,15.505,2.261,SPEAKER_01,customer,如果只是門診拿藥，也要寫在健康告知嗎？,,
v2_core129,same_gender_similar,mandarin,25.88,8,15.995,18.83,2.835,SPEAKER_00,agent,如果問卷有詢問相關疾病或用藥，建議如實填寫，不要自行判斷不重要。,,
v2_core129,same_gender_similar,mandarin,25.88,9,18.965,20.281,1.316,SPEAKER_00,agent,如果問卷有詢問相關疾病或用藥，建議如實填寫，不要自行判斷不重要。,,
v2_core129,same_gender_similar,mandarin,25.88,10,20.517,22.205,1.688,SPEAKER_00,agent,如果問卷有詢問相關疾病或用藥，建議如實填寫，不要自行判斷不重要。,,
v2_core129,same_gender_similar,mandarin,25.88,11,22.475,25.833,3.358,SPEAKER_01,customer,好，我會把門診時間也列上去。,,
v2_core130,same_gender_similar,mandarin,36.71,0,0.031,1.718,1.688,SPEAKER_01,agent,您好，凱基人壽客服中心，我姓高。,,
v2_core130,same_gender_similar,mandarin,36.71,1,1.718,2.95,1.232,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓高。,,
v2_core130,same_gender_similar,mandarin,36.71,2,3.119,3.997,0.877,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓高。,,
v2_core130,same_gender_similar,mandarin,36.71,3,4.553,5.33,0.776,SPEAKER_00,customer,高小姐，我婚後戶籍名字有改，理賠匯款帳戶還是舊名字，會不會退匯？,,
v2_core130,same_gender_similar,mandarin,36.71,4,5.482,7.27,1.789,SPEAKER_00,customer,高小姐，我婚後戶籍名字有改，理賠匯款帳戶還是舊名字，會不會退匯？,,
v2_core130,same_gender_similar,mandarin,36.71,5,7.591,9.734,2.143,SPEAKER_00,customer,高小姐，我婚後戶籍名字有改，理賠匯款帳戶還是舊名字，會不會退匯？,,
v2_core130,same_gender_similar,mandarin,36.71,6,10.021,11.0,0.979,SPEAKER_00,customer,高小姐，我婚後戶籍名字有改，理賠匯款帳戶還是舊名字，會不會退匯？,,
v2_core130,same_gender_similar,mandarin,36.71,7,11.506,11.523,0.017,SPEAKER_00,customer,如果保單姓名和銀行戶名不一致，可能影響匯款。請先確認是否已完成姓名變更。,,
v2_core130,same_gender_similar,mandarin,36.71,8,11.523,16.602,5.079,SPEAKER_01,agent,如果保單姓名和銀行戶名不一致，可能影響匯款。請先確認是否已完成姓名變更。,,
v2_core130,same_gender_similar,mandarin,36.71,9,17.497,20.99,3.493,SPEAKER_01,agent,如果保單姓名和銀行戶名不一致，可能影響匯款。請先確認是否已完成姓名變更。,,
v2_core130,same_gender_similar,mandarin,36.71,10,21.445,24.685,3.24,SPEAKER_00,customer,保單還是舊姓，身分證已經改新姓了。,,
v2_core130,same_gender_similar,mandarin,36.71,11,25.175,27.875,2.7,SPEAKER_01,agent,建議先辦理保單姓名變更，並附戶籍資料或身分證明，再確認匯款帳戶。,,
v2_core130,same_gender_similar,mandarin,36.71,12,28.212,31.283,3.071,SPEAKER_01,agent,建議先辦理保單姓名變更，並附戶籍資料或身分證明，再確認匯款帳戶。,,
v2_core130,same_gender_similar,mandarin,36.71,13,31.52,33.258,1.738,SPEAKER_01,agent,建議先辦理保單姓名變更，並附戶籍資料或身分證明，再確認匯款帳戶。,,
v2_core130,same_gender_similar,mandarin,36.71,14,33.612,34.962,1.35,SPEAKER_01,agent,好，我先改姓名，不急著送理賠。,,
v2_core130,same_gender_similar,mandarin,36.71,15,34.962,35.215,0.253,SPEAKER_00,customer,好，我先改姓名，不急著送理賠。,,
v2_core130,same_gender_similar,mandarin,36.71,16,35.384,36.616,1.232,SPEAKER_00,customer,好，我先改姓名，不急著送理賠。,,
v2_core131,same_gender_similar,mandarin,30.44,0,0.031,0.149,0.118,SPEAKER_01,customer,凱基人壽您好，我姓喬。,,
v2_core131,same_gender_similar,mandarin,30.44,1,0.149,2.039,1.89,SPEAKER_00,agent,凱基人壽您好，我姓喬。,,
v2_core131,same_gender_similar,mandarin,30.44,2,2.039,2.309,0.27,SPEAKER_01,customer,凱基人壽您好，我姓喬。,,
v2_core131,same_gender_similar,mandarin,30.44,3,2.815,3.743,0.928,SPEAKER_01,customer,喬小姐，我臉上有疤痕，醫生建議雷射治療，這算醫療理賠嗎？,,
v2_core131,same_gender_similar,mandarin,30.44,4,4.03,5.549,1.519,SPEAKER_01,customer,喬小姐，我臉上有疤痕，醫生建議雷射治療，這算醫療理賠嗎？,,
v2_core131,same_gender_similar,mandarin,30.44,5,5.836,7.793,1.957,SPEAKER_01,customer,喬小姐，我臉上有疤痕，醫生建議雷射治療，這算醫療理賠嗎？,,
